Task_ID,Machine_ID,Network_Slice_ID,Task_Type,Execution_Time,Machine_Status,Reallocation,Latency_ms,Sensor_Temp_C,URLLC_Score,Target
T0981,M03,NS_2,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0982,M04,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0983,M04,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0984,M02,NS_3,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0985,M03,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0986,M03,NS_2,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0987,M05,NS_1,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0988,M04,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,0
T0989,M03,NS_2,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0990,M02,NS_3,Cutting,10.52,Active,Yes,3.71,73.9,0.98,0
T0991,M02,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0992,M03,NS_1,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0993,M04,NS_3,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0994,M02,NS_3,Welding,10.52,Active,Yes,3.71,73.9,0.98,0
T0995,M05,NS_2,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0996,M02,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0997,M01,NS_2,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0998,M01,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0999,M04,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,0
T1000,M03,NS_2,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
